TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,TIMESTAMP,DAY_TYPE,MISSING_DATA,POLYLINE
1375366960620000325,B,,53.0,20000325,1375366960,A,False,"[[-8.61399,41.141196],[-8.614017,41.141223],[-8.614017,41.141205],[-8.614197,41.141169],[-8.614557,41.141331],[-8.614548,41.141961],[-8.614521,41.142222],[-8.614467,41.142501],[-8.614314,41.142519],[-8.614134,41.142564],[-8.613927,41.143077],[-8.612829,41.143941],[-8.611686,41.14476],[-8.611272,41.144958],[-8.610894,41.145516],[-8.610786,41.145903],[-8.610399,41.146227],[-8.610327,41.146263],[-8.609607,41.146614],[-8.608995,41.146812],[-8.608869,41.146884],[-8.608725,41.147154],[-8.608896,41.147496],[-8.609868,41.147712],[-8.610309,41.147811],[-8.610822,41.148333],[-8.610678,41.148873],[-8.610642,41.148873],[-8.610471,41.149197],[-8.610237,41.150295],[-8.610165,41.150592],[-8.610093,41.150727],[-8.609715,41.151222],[-8.609652,41.151258]]"
1397848244620000626,B,,33.0,20000626,1397848244,A,False,"[[-8.600094,41.182695]]"
1394542211620000256,A,11499.0,,20000256,1394542211,A,False,"[[-8.570637,41.164479],[-8.570637,41.16447],[-8.570637,41.16456],[-8.571132,41.164893],[-8.571501,41.164335],[-8.573031,41.163111],[-8.575722,41.161851],[-8.577369,41.160879],[-8.578935,41.160069],[-8.580402,41.159385],[-8.582085,41.158899],[-8.583453,41.15871],[-8.585415,41.157846],[-8.587944,41.157396],[-8.590059,41.156964],[-8.591157,41.156523],[-8.591121,41.156451],[-8.59113,41.156442],[-8.591148,41.156316],[-8.592732,41.156163],[-8.594451,41.156298],[-8.594469,41.156307],[-8.59446,41.156298],[-8.594469,41.156307],[-8.594469,41.15628],[-8.594478,41.156577],[-8.594424,41.156667],[-8.593875,41.157594],[-8.593596,41.157702],[-8.593272,41.157612],[-8.593263,41.157621],[-8.593254,41.157639],[-8.593254,41.157639],[-8.593245,41.157639],[-8.593245,41.157639]]"
1378243432620000031,B,,53.0,20000031,1378243432,A,False,"[[-8.614089,41.141313],[-8.61408,41.141268],[-8.614539,41.141412],[-8.614359,41.142555],[-8.613549,41.1435],[-8.61228,41.144364],[-8.610885,41.145318],[-8.610813,41.145768],[-8.610336,41.146371],[-8.609184,41.14692],[-8.608878,41.147046],[-8.608761,41.147262],[-8.609949,41.147388],[-8.611722,41.14782],[-8.621019,41.147478],[-8.622243,41.147703],[-8.624151,41.148198],[-8.625501,41.14908],[-8.625726,41.150376],[-8.626032,41.15196],[-8.626311,41.153121],[-8.62686,41.154831],[-8.627922,41.156298],[-8.6283,41.156721],[-8.628273,41.156721],[-8.628291,41.15673],[-8.628345,41.157198],[-8.628084,41.157648],[-8.628093,41.158395],[-8.629443,41.158818],[-8.630019,41.158521],[-8.630289,41.157468],[-8.631162,41.156919],[-8.632089,41.157342],[-8.632962,41.158287],[-8.634087,41.158737],[-8.635266,41.158962],[-8.635383,41.159025],[-8.635995,41.15907],[-8.636085,41.159151],[-8.636589,41.159205],[-8.637984,41.159484],[-8.638695,41.159583],[-8.640378,41.159835],[-8.640738,41.160006]]"
1373171261620000534,C,,,20000534,1373171261,A,False,"[[-8.595432,41.171832],[-8.596638,41.171535],[-8.593524,41.17086],[-8.589843,41.168511],[-8.588412,41.166549],[-8.589114,41.164884],[-8.590644,41.162796],[-8.592237,41.160573],[-8.593272,41.1588],[-8.593488,41.158233],[-8.594244,41.156748],[-8.594298,41.15673],[-8.594811,41.155974],[-8.596377,41.153301],[-8.597799,41.150853],[-8.599284,41.149224],[-8.599158,41.148396],[-8.600463,41.148648],[-8.600697,41.148513],[-8.60175,41.14728],[-8.601786,41.147271],[-8.60328,41.146722],[-8.604882,41.145948],[-8.604459,41.14512],[-8.604828,41.14413],[-8.604063,41.143734],[-8.602704,41.143248],[-8.602668,41.143284],[-8.602614,41.143302],[-8.602155,41.143194],[-8.602164,41.143185],[-8.602227,41.143563],[-8.603037,41.145129],[-8.603181,41.145363],[-8.602515,41.14557],[-8.600004,41.145804],[-8.59707,41.145993],[-8.59428,41.146173],[-8.592066,41.146614],[-8.589744,41.147028],[-8.587647,41.147271],[-8.58546,41.146839],[-8.58348,41.145588],[-8.581464,41.144877],[-8.579448,41.145876],[-8.579574,41.14638],[-8.579457,41.148153],[-8.579178,41.15115],[-8.582247,41.153976],[-8.58285,41.157864],[-8.581122,41.162022],[-8.582625,41.165712],[-8.586909,41.167134],[-8.59113,41.169591],[-8.594712,41.172345],[-8.59356,41.175882],[-8.592984,41.180094],[-8.593668,41.184396],[-8.594775,41.1885],[-8.592291,41.192118],[-8.589591,41.1957],[-8.587215,41.199012],[-8.586396,41.198625],[-8.59032,41.198175],[-8.594091,41.196915],[-8.599005,41.198364],[-8.604522,41.199633],[-8.610354,41.200884],[-8.616069,41.202099],[-8.618715,41.204079],[-8.620596,41.204034],[-8.623971,41.202792],[-8.627283,41.203854],[-8.627274,41.20704],[-8.62713,41.210649],[-8.62704,41.21442],[-8.626941,41.218173],[-8.626707,41.221989],[-8.626077,41.225607],[-8.624772,41.22666],[-8.622792,41.225823],[-8.620317,41.225652],[-8.618103,41.226723],[-8.618877,41.22765],[-8.619345,41.228181],[-8.619318,41.228181],[-8.619327,41.228172],[-8.620065,41.228757],[-8.618967,41.227641],[-8.619048,41.226408],[-8.621613,41.225562],[-8.623503,41.226237],[-8.62533,41.227002],[-8.626428,41.228775],[-8.626797,41.231403],[-8.626986,41.234301],[-8.626275,41.236902],[-8.62461,41.239584],[-8.623098,41.241897],[-8.621748,41.243976],[-8.620281,41.246253],[-8.618823,41.24835],[-8.619102,41.247873],[-8.620065,41.246982],[-8.621235,41.244876],[-8.622324,41.243229],[-8.623728,41.241042],[-8.625348,41.238558],[-8.626635,41.239026],[-8.627373,41.241159],[-8.627067,41.242131],[-8.629704,41.241843],[-8.633106,41.240295],[-8.638146,41.239521],[-8.643348,41.240592],[-8.648631,41.240565],[-8.652654,41.237721],[-8.653995,41.233806],[-8.654715,41.229675],[-8.659035,41.226696],[-8.663715,41.226039],[-8.667468,41.22819],[-8.667306,41.231763],[-8.667324,41.234958],[-8.668161,41.238018],[-8.669799,41.239017],[-8.670312,41.237856],[-8.670123,41.237226],[-8.670132,41.236884]]"
1389689881620000252,A,44551.0,,20000252,1389689881,A,False,"[[-8.67303,41.161473],[-8.673255,41.161491],[-8.67339,41.161464],[-8.672949,41.161437],[-8.672967,41.161437],[-8.672481,41.161059],[-8.672193,41.161113],[-8.670951,41.161563],[-8.669412,41.16105],[-8.667585,41.161257],[-8.666325,41.161527],[-8.664426,41.16195],[-8.663778,41.162283],[-8.663364,41.162643],[-8.663283,41.162895],[-8.663247,41.163039],[-8.663319,41.163012],[-8.66331,41.162994],[-8.663328,41.162985],[-8.663337,41.162994],[-8.663013,41.163579],[-8.662392,41.164308],[-8.661519,41.165352],[-8.660736,41.166252],[-8.660574,41.166432],[-8.65989,41.16627],[-8.659089,41.165892],[-8.657919,41.165298],[-8.657316,41.166405],[-8.65539,41.167224],[-8.653266,41.166855],[-8.651952,41.166639],[-8.651583,41.166603],[-8.64972,41.166279],[-8.649126,41.166198],[-8.648595,41.166135],[-8.648307,41.166099],[-8.648307,41.166081],[-8.648073,41.166054],[-8.647731,41.166009],[-8.647722,41.166018],[-8.647731,41.166018],[-8.647461,41.165955],[-8.647155,41.165892],[-8.646975,41.165847],[-8.645877,41.165631],[-8.645904,41.16564],[-8.645157,41.165514],[-8.644806,41.165469],[-8.644824,41.165469],[-8.644095,41.165334],[-8.643141,41.165154],[-8.642907,41.1651],[-8.642934,41.1651],[-8.642925,41.165118],[-8.642421,41.165019],[-8.640666,41.16474],[-8.640018,41.164632],[-8.640027,41.164632],[-8.639901,41.164623],[-8.639478,41.164569],[-8.639397,41.164578],[-8.639298,41.164578],[-8.639262,41.164587],[-8.639253,41.164587],[-8.639028,41.164578],[-8.638137,41.164542],[-8.63721,41.164497],[-8.637228,41.164488],[-8.637237,41.164488],[-8.636895,41.164425],[-8.635995,41.164155],[-8.635806,41.164092],[-8.63541,41.163957],[-8.635284,41.163921],[-8.634825,41.163768],[-8.634294,41.163597],[-8.633925,41.163462],[-8.633592,41.163318],[-8.633484,41.163237],[-8.633187,41.162868],[-8.632539,41.162103],[-8.631198,41.162661],[-8.629128,41.163588],[-8.626977,41.163489],[-8.625384,41.163408],[-8.625357,41.163399],[-8.625366,41.163399],[-8.625366,41.163399],[-8.624925,41.163363],[-8.623278,41.163129],[-8.621559,41.16276],[-8.62137,41.16276],[-8.62119,41.162742],[-8.620281,41.162688],[-8.618391,41.162553],[-8.616609,41.162382],[-8.616627,41.1624],[-8.616483,41.162382],[-8.615016,41.162175],[-8.614971,41.162166],[-8.614998,41.162148],[-8.615034,41.162103],[-8.615043,41.162103],[-8.615052,41.162103],[-8.615061,41.162103],[-8.615061,41.162112],[-8.614008,41.162013],[-8.612289,41.161788],[-8.610372,41.161563],[-8.608005,41.161104],[-8.605971,41.160762],[-8.605008,41.160546],[-8.603343,41.160078],[-8.602272,41.15979],[-8.600742,41.159349],[-8.599743,41.159079],[-8.5995,41.159007],[-8.598996,41.158872],[-8.599032,41.158854],[-8.599023,41.158854],[-8.599023,41.158845],[-8.599005,41.158836],[-8.598672,41.158602],[-8.598339,41.157927],[-8.59734,41.157252],[-8.596188,41.156325],[-8.595261,41.155551],[-8.595279,41.155569],[-8.595288,41.155578],[-8.595306,41.155578],[-8.595315,41.15556],[-8.595009,41.155668],[-8.594757,41.156037],[-8.594775,41.15601],[-8.594775,41.156001],[-8.594757,41.155992]]"
1374338996620000384,B,,35.0,20000384,1374338996,A,False,"[[-8.649747,41.16753],[-8.649558,41.167593],[-8.649675,41.167836],[-8.649711,41.167944],[-8.648667,41.168565],[-8.649936,41.168889],[-8.652141,41.169375],[-8.654472,41.170104],[-8.656272,41.170869],[-8.656515,41.170878],[-8.657352,41.171175],[-8.658504,41.172012],[-8.659359,41.172723],[-8.660349,41.173632],[-8.660538,41.174406],[-8.661438,41.176062],[-8.661843,41.176701],[-8.661483,41.176791],[-8.659359,41.177052],[-8.657082,41.177439],[-8.656596,41.177574],[-8.656569,41.177592],[-8.656272,41.1777],[-8.65593,41.177736],[-8.655147,41.177367],[-8.655255,41.177331],[-8.65539,41.177403],[-8.655426,41.177475],[-8.655417,41.177484],[-8.655462,41.177466],[-8.655561,41.177385],[-8.655579,41.177439],[-8.655552,41.17743],[-8.65548,41.177439],[-8.65548,41.177376],[-8.655498,41.177331],[-8.655552,41.177241],[-8.655579,41.177142],[-8.655588,41.177106],[-8.655588,41.177142],[-8.655606,41.177133],[-8.655543,41.177169],[-8.655489,41.177232],[-8.655489,41.177277],[-8.655507,41.17725],[-8.655579,41.177187],[-8.655615,41.177133],[-8.655606,41.177142],[-8.65557,41.177187],[-8.655525,41.177277],[-8.65548,41.177367],[-8.655678,41.177178],[-8.655768,41.177106],[-8.655777,41.177115],[-8.655759,41.17716],[-8.655723,41.177241],[-8.65566,41.177259],[-8.655633,41.177259],[-8.655561,41.177205],[-8.655561,41.177151],[-8.655543,41.177079],[-8.655606,41.177133],[-8.655669,41.177196],[-8.65566,41.177214],[-8.655615,41.177214],[-8.655597,41.177259],[-8.655588,41.177313],[-8.655579,41.17734],[-8.655561,41.177358],[-8.655561,41.177367],[-8.655552,41.177349],[-8.655561,41.177295],[-8.655588,41.177259],[-8.655678,41.177223],[-8.655867,41.177043],[-8.655912,41.177007],[-8.655813,41.177133],[-8.655714,41.177187],[-8.655687,41.177205],[-8.655642,41.177349],[-8.655651,41.177457],[-8.655651,41.177448],[-8.65566,41.177358],[-8.655444,41.177385],[-8.655426,41.177295],[-8.655525,41.177178],[-8.65557,41.17716],[-8.655597,41.177124],[-8.655579,41.177052],[-8.655615,41.177007],[-8.655669,41.177007],[-8.655615,41.177106],[-8.656146,41.1777],[-8.655993,41.177736],[-8.654814,41.177232],[-8.653536,41.176215],[-8.653203,41.175954],[-8.65296,41.175783],[-8.652114,41.175072],[-8.651322,41.174343],[-8.650368,41.173596],[-8.648397,41.17194],[-8.646525,41.170302],[-8.644833,41.168853],[-8.642394,41.166783],[-8.640396,41.165145],[-8.641899,41.164902],[-8.64225,41.165019],[-8.642844,41.164875],[-8.643141,41.163885],[-8.643519,41.16258],[-8.644518,41.162364],[-8.64594,41.162706],[-8.645589,41.163948],[-8.645301,41.16456]]"
1400345329620000344,B,,9.0,20000344,1400345329,A,False,"[[-8.606457,41.144697],[-8.606466,41.144661],[-8.606493,41.144634],[-8.607042,41.144931],[-8.607204,41.145057],[-8.607195,41.145075],[-8.607249,41.145165],[-8.607402,41.14539],[-8.607132,41.145714],[-8.607159,41.14584],[-8.607141,41.145894],[-8.607159,41.145894],[-8.607033,41.146182],[-8.607042,41.146659],[-8.606988,41.146965],[-8.606331,41.146686],[-8.606241,41.146749],[-8.606511,41.146875],[-8.605575,41.14629],[-8.606016,41.146182],[-8.607645,41.14728],[-8.608329,41.147532],[-8.608347,41.147577],[-8.60832,41.147658],[-8.608122,41.147883],[-8.607951,41.148495],[-8.607465,41.149242],[-8.607078,41.150268],[-8.606385,41.151627],[-8.606214,41.152104],[-8.606088,41.152032],[-8.606223,41.153499],[-8.609337,41.153625],[-8.612028,41.153751],[-8.61237,41.155146],[-8.61309,41.155227],[-8.615097,41.155668],[-8.617644,41.156091],[-8.617608,41.1561],[-8.617581,41.156127],[-8.617878,41.157099],[-8.616843,41.158314],[-8.617131,41.160222],[-8.616618,41.161356],[-8.61669,41.161446],[-8.616717,41.161851],[-8.616519,41.162139],[-8.615268,41.162166],[-8.615268,41.162166],[-8.615268,41.162166]]"
1399179983620000166,C,,,20000166,1399179983,A,False,"[[-8.687988,41.172372],[-8.688015,41.172408],[-8.688456,41.173632],[-8.688807,41.172957],[-8.687637,41.171724],[-8.687187,41.169618],[-8.688042,41.168529],[-8.689176,41.167656],[-8.687277,41.167593],[-8.684172,41.16708],[-8.680887,41.16654],[-8.677494,41.165955],[-8.67411,41.165397],[-8.670843,41.164857],[-8.667432,41.164254],[-8.664534,41.16375],[-8.663634,41.163588],[-8.663544,41.16357],[-8.663427,41.162679],[-8.665227,41.161527],[-8.664084,41.159808],[-8.663598,41.158827],[-8.663076,41.157666],[-8.662167,41.156316],[-8.66142,41.155209],[-8.661384,41.155155],[-8.660007,41.155704],[-8.659935,41.155704],[-8.659404,41.155902],[-8.660205,41.157324],[-8.660349,41.159016],[-8.659224,41.160402],[-8.657631,41.160573],[-8.655759,41.159574],[-8.654319,41.158854],[-8.653068,41.158026],[-8.652474,41.157297],[-8.652546,41.156316],[-8.654553,41.155677],[-8.655966,41.154552]]"
1378754318620000031,A,2002.0,,20000031,1378754318,A,False,"[[-8.621046,41.150124],[-8.621091,41.150115],[-8.621037,41.150124],[-8.62101,41.150133],[-8.621028,41.150133],[-8.621073,41.150115],[-8.621082,41.150142],[-8.621073,41.150916],[-8.620866,41.152095],[-8.620983,41.153364],[-8.62092,41.154525],[-8.620893,41.155299],[-8.620911,41.15529],[-8.620884,41.155488],[-8.620857,41.156559],[-8.622315,41.156874],[-8.623152,41.156964],[-8.625015,41.157324],[-8.627256,41.157702],[-8.627931,41.158215],[-8.628174,41.15853],[-8.628786,41.15934],[-8.628345,41.160744],[-8.627904,41.162157],[-8.627571,41.163174],[-8.627571,41.163165],[-8.627571,41.163156],[-8.627571,41.163147],[-8.627571,41.163147],[-8.627373,41.163777],[-8.627211,41.164398],[-8.627211,41.164398],[-8.62722,41.164407],[-8.627184,41.164533],[-8.628462,41.164893],[-8.630685,41.165082],[-8.632593,41.164245],[-8.634591,41.163795],[-8.636049,41.164236],[-8.636103,41.164263],[-8.636301,41.164335],[-8.63811,41.16465],[-8.640279,41.165658],[-8.642205,41.167251],[-8.644005,41.168736],[-8.645733,41.170212],[-8.647758,41.171841],[-8.649711,41.173461],[-8.6517,41.175063],[-8.653374,41.17653],[-8.654328,41.177322],[-8.654508,41.177502],[-8.654625,41.17761],[-8.654643,41.177646],[-8.65476,41.177718],[-8.654922,41.177907],[-8.65467,41.178204],[-8.653005,41.178807],[-8.652645,41.180121],[-8.653023,41.181687],[-8.653941,41.181876],[-8.654373,41.181786],[-8.654301,41.18112],[-8.654256,41.180922],[-8.654256,41.180931],[-8.654247,41.18094],[-8.654247,41.18094],[-8.654256,41.180922],[-8.654247,41.180823]]"
